scene_id,surface_type_min,surface_type_max,surface_wind_min,surface_wind_max,cloud_fraction_min,cloud_fraction_max,cloud_phase_min,cloud_phase_max,optical_depth_min,optical_depth_max,solar_zenith_angle_min,solar_zenith_angle_max,viewing_zenith_angle_min,viewing_zenith_angle_max,relative_azimuth_angle_min,relative_azimuth_angle_max
486,3,4,,,50,75,1,2,10,18,0,180,0,90,0,360
487,3,4,,,50,75,1,2,18,40,0,180,0,90,0,360
488,3,4,,,50,75,1,2,40,,0,180,0,90,0,360
489,3,4,,,75,99.9,1,2,0,2.5,0,180,0,90,0,360
490,3,4,,,75,99.9,1,2,2.5,6,0,180,0,90,0,360
491,3,4,,,75,99.9,1,2,6,10,0,180,0,90,0,360
492,3,4,,,75,99.9,1,2,10,18,0,180,0,90,0,360
493,3,4,,,75,99.9,1,2,18,40,0,180,0,90,0,360
494,3,4,,,75,99.9,1,2,40,,0,180,0,90,0,360
495,3,4,,,99.9,,1,2,0,2.5,0,180,0,90,0,360
496,3,4,,,99.9,,1,2,2.5,6,0,180,0,90,0,360
497,3,4,,,99.9,,1,2,6,10,0,180,0,90,0,360
498,3,4,,,99.9,,1,2,10,18,0,180,0,90,0,360
499,3,4,,,99.9,,1,2,18,40,0,180,0,90,0,360
500,3,4,,,99.9,,1,2,40,,0,180,0,90,0,360
501,3,4,,,0.1,25,2,,0,2.5,0,180,0,90,0,360
502,3,4,,,0.1,25,2,,2.5,6,0,180,0,90,0,360
503,3,4,,,0.1,25,2,,6,10,0,180,0,90,0,360
504,3,4,,,0.1,25,2,,10,18,0,180,0,90,0,360
505,3,4,,,0.1,25,2,,18,40,0,180,0,90,0,360
506,3,4,,,0.1,25,2,,40,,0,180,0,90,0,360
507,3,4,,,25,50,2,,0,2.5,0,180,0,90,0,360
508,3,4,,,25,50,2,,2.5,6,0,180,0,90,0,360
509,3,4,,,25,50,2,,6,10,0,180,0,90,0,360
510,3,4,,,25,50,2,,10,18,0,180,0,90,0,360
511,3,4,,,25,50,2,,18,40,0,180,0,90,0,360
512,3,4,,,25,50,2,,40,,0,180,0,90,0,360
513,3,4,,,50,75,2,,0,2.5,0,180,0,90,0,360
514,3,4,,,50,75,2,,2.5,6,0,180,0,90,0,360
515,3,4,,,50,75,2,,6,10,0,180,0,90,0,360
516,3,4,,,50,75,2,,10,18,0,180,0,90,0,360
517,3,4,,,50,75,2,,18,40,0,180,0,90,0,360
518,3,4,,,50,75,2,,40,,0,180,0,90,0,360
519,3,4,,,75,99.9,2,,0,2.5,0,180,0,90,0,360
520,3,4,,,75,99.9,2,,2.5,6,0,180,0,90,0,360
521,3,4,,,75,99.9,2,,6,10,0,180,0,90,0,360
522,3,4,,,75,99.9,2,,10,18,0,180,0,90,0,360
523,3,4,,,75,99.9,2,,18,40,0,180,0,90,0,360
524,3,4,,,75,99.9,2,,40,,0,180,0,90,0,360
525,3,4,,,99.9,,2,,0,2.5,0,180,0,90,0,360
526,3,4,,,99.9,,2,,2.5,6,0,180,0,90,0,360
527,3,4,,,99.9,,2,,6,10,0,180,0,90,0,360
528,3,4,,,99.9,,2,,10,18,0,180,0,90,0,360
529,3,4,,,99.9,,2,,18,40,0,180,0,90,0,360
530,3,4,,,99.9,,2,,40,,0,180,0,90,0,360
531,4,5,,,0.1,25,1,2,0,2.5,0,180,0,90,0,360
532,4,5,,,0.1,25,1,2,2.5,6,0,180,0,90,0,360
533,4,5,,,0.1,25,1,2,6,10,0,180,0,90,0,360
534,4,5,,,0.1,25,1,2,10,18,0,180,0,90,0,360
535,4,5,,,0.1,25,1,2,18,40,0,180,0,90,0,360
536,4,5,,,0.1,25,1,2,40,,0,180,0,90,0,360
537,4,5,,,25,50,1,2,0,2.5,0,180,0,90,0,360
538,4,5,,,25,50,1,2,2.5,6,0,180,0,90,0,360
539,4,5,,,25,50,1,2,6,10,0,180,0,90,0,360
540,4,5,,,25,50,1,2,10,18,0,180,0,90,0,360
541,4,5,,,25,50,1,2,18,40,0,180,0,90,0,360
542,4,5,,,25,50,1,2,40,,0,180,0,90,0,360
543,4,5,,,50,75,1,2,0,2.5,0,180,0,90,0,360
544,4,5,,,50,75,1,2,2.5,6,0,180,0,90,0,360
545,4,5,,,50,75,1,2,6,10,0,180,0,90,0,360
546,4,5,,,50,75,1,2,10,18,0,180,0,90,0,360
547,4,5,,,50,75,1,2,18,40,0,180,0,90,0,360
548,4,5,,,50,75,1,2,40,,0,180,0,90,0,360
549,4,5,,,75,99.9,1,2,0,2.5,0,180,0,90,0,360
550,4,5,,,75,99.9,1,2,2.5,6,0,180,0,90,0,360
551,4,5,,,75,99.9,1,2,6,10,0,180,0,90,0,360
552,4,5,,,75,99.9,1,2,10,18,0,180,0,90,0,360
553,4,5,,,75,99.9,1,2,18,40,0,180,0,90,0,360
554,4,5,,,75,99.9,1,2,40,,0,180,0,90,0,360
555,4,5,,,99.9,,1,2,0,2.5,0,180,0,90,0,360
556,4,5,,,99.9,,1,2,2.5,6,0,180,0,90,0,360
557,4,5,,,99.9,,1,2,6,10,0,180,0,90,0,360
558,4,5,,,99.9,,1,2,10,18,0,180,0,90,0,360
559,4,5,,,99.9,,1,2,18,40,0,180,0,90,0,360
560,4,5,,,99.9,,1,2,40,,0,180,0,90,0,360
561,4,5,,,0.1,25,2,,0,2.5,0,180,0,90,0,360
562,4,5,,,0.1,25,2,,2.5,6,0,180,0,90,0,360
563,4,5,,,0.1,25,2,,6,10,0,180,0,90,0,360
564,4,5,,,0.1,25,2,,10,18,0,180,0,90,0,360
565,4,5,,,0.1,25,2,,18,40,0,180,0,90,0,360
566,4,5,,,0.1,25,2,,40,,0,180,0,90,0,360
567,4,5,,,25,50,2,,0,2.5,0,180,0,90,0,360
568,4,5,,,25,50,2,,2.5,6,0,180,0,90,0,360
569,4,5,,,25,50,2,,6,10,0,180,0,90,0,360
570,4,5,,,25,50,2,,10,18,0,180,0,90,0,360
571,4,5,,,25,50,2,,18,40,0,180,0,90,0,360
572,4,5,,,25,50,2,,40,,0,180,0,90,0,360
573,4,5,,,50,75,2,,0,2.5,0,180,0,90,0,360
574,4,5,,,50,75,2,,2.5,6,0,180,0,90,0,360
575,4,5,,,50,75,2,,6,10,0,180,0,90,0,360
576,4,5,,,50,75,2,,10,18,0,180,0,90,0,360
577,4,5,,,50,75,2,,18,40,0,180,0,90,0,360
578,4,5,,,50,75,2,,40,,0,180,0,90,0,360
579,4,5,,,75,99.9,2,,0,2.5,0,180,0,90,0,360
580,4,5,,,75,99.9,2,,2.5,6,0,180,0,90,0,360
581,4,5,,,75,99.9,2,,6,10,0,180,0,90,0,360
582,4,5,,,75,99.9,2,,10,18,0,180,0,90,0,360
583,4,5,,,75,99.9,2,,18,40,0,180,0,90,0,360
584,4,5,,,75,99.9,2,,40,,0,180,0,90,0,360
585,4,5,,,99.9,,2,,0,2.5,0,180,0,90,0,360
586,4,5,,,99.9,,2,,2.5,6,0,180,0,90,0,360
587,4,5,,,99.9,,2,,6,10,0,180,0,90,0,360
588,4,5,,,99.9,,2,,10,18,0,180,0,90,0,360
589,4,5,,,99.9,,2,,18,40,0,180,0,90,0,360
590,4,5,,,99.9,,2,,40,,0,180,0,90,0,360
591,5,6,,,0.1,25,1,2,0,2.5,0,180,0,90,0,360
592,5,6,,,0.1,25,1,2,2.5,6,0,180,0,90,0,360
593,5,6,,,0.1,25,1,2,6,10,0,180,0,90,0,360
594,5,6,,,0.1,25,1,2,10,18,0,180,0,90,0,360
595,5,6,,,0.1,25,1,2,18,40,0,180,0,90,0,360
596,5,6,,,0.1,25,1,2,40,,0,180,0,90,0,360
597,5,6,,,25,50,1,2,0,2.5,0,180,0,90,0,360
598,5,6,,,25,50,1,2,2.5,6,0,180,0,90,0,360
599,5,6,,,25,50,1,2,6,10,0,180,0,90,0,360
600,5,6,,,25,50,1,2,10,18,0,180,0,90,0,360
601,5,6,,,25,50,1,2,18,40,0,180,0,90,0,360
602,5,6,,,25,50,1,2,40,,0,180,0,90,0,360
603,5,6,,,50,75,1,2,0,2.5,0,180,0,90,0,360
604,5,6,,,50,75,1,2,2.5,6,0,180,0,90,0,360
605,5,6,,,50,75,1,2,6,10,0,180,0,90,0,360
606,5,6,,,50,75,1,2,10,18,0,180,0,90,0,360
607,5,6,,,50,75,1,2,18,40,0,180,0,90,0,360
608,5,6,,,50,75,1,2,40,,0,180,0,90,0,360
609,5,6,,,75,99.9,1,2,0,2.5,0,180,0,90,0,360
610,5,6,,,75,99.9,1,2,2.5,6,0,180,0,90,0,360
611,5,6,,,75,99.9,1,2,6,10,0,180,0,90,0,360
612,5,6,,,75,99.9,1,2,10,18,0,180,0,90,0,360
613,5,6,,,75,99.9,1,2,18,40,0,180,0,90,0,360
614,5,6,,,75,99.9,1,2,40,,0,180,0,90,0,360
615,5,6,,,99.9,,1,2,0,2.5,0,180,0,90,0,360
616,5,6,,,99.9,,1,2,2.5,6,0,180,0,90,0,360
617,5,6,,,99.9,,1,2,6,10,0,180,0,90,0,360
618,5,6,,,99.9,,1,2,10,18,0,180,0,90,0,360
619,5,6,,,99.9,,1,2,18,40,0,180,0,90,0,360
620,5,6,,,99.9,,1,2,40,,0,180,0,90,0,360
621,5,6,,,0.1,25,2,,0,2.5,0,180,0,90,0,360
622,5,6,,,0.1,25,2,,2.5,6,0,180,0,90,0,360
623,5,6,,,0.1,25,2,,6,10,0,180,0,90,0,360
624,5,6,,,0.1,25,2,,10,18,0,180,0,90,0,360
625,5,6,,,0.1,25,2,,18,40,0,180,0,90,0,360
626,5,6,,,0.1,25,2,,40,,0,180,0,90,0,360
627,5,6,,,25,50,2,,0,2.5,0,180,0,90,0,360
628,5,6,,,25,50,2,,2.5,6,0,180,0,90,0,360
629,5,6,,,25,50,2,,6,10,0,180,0,90,0,360
630,5,6,,,25,50,2,,10,18,0,180,0,90,0,360
631,5,6,,,25,50,2,,18,40,0,180,0,90,0,360
632,5,6,,,25,50,2,,40,,0,180,0,90,0,360
633,5,6,,,50,75,2,,0,2.5,0,180,0,90,0,360
634,5,6,,,50,75,2,,2.5,6,0,180,0,90,0,360
635,5,6,,,50,75,2,,6,10,0,180,0,90,0,360
636,5,6,,,50,75,2,,10,18,0,180,0,90,0,360
637,5,6,,,50,75,2,,18,40,0,180,0,90,0,360
638,5,6,,,50,75,2,,40,,0,180,0,90,0,360
639,5,6,,,75,99.9,2,,0,2.5,0,180,0,90,0,360
640,5,6,,,75,99.9,2,,2.5,6,0,180,0,90,0,360
641,5,6,,,75,99.9,2,,6,10,0,180,0,90,0,360
642,5,6,,,75,99.9,2,,10,18,0,180,0,90,0,360
643,5,6,,,75,99.9,2,,18,40,0,180,0,90,0,360
644,5,6,,,75,99.9,2,,40,,0,180,0,90,0,360
645,5,6,,,99.9,,2,,0,2.5,0,180,0,90,0,360
646,5,6,,,99.9,,2,,2.5,6,0,180,0,90,0,360
647,5,6,,,99.9,,2,,6,10,0,180,0,90,0,360
648,5,6,,,99.9,,2,,10,18,0,180,0,90,0,360
649,5,6,,,99.9,,2,,18,40,0,180,0,90,0,360
650,5,6,,,99.9,,2,,40,,0,180,0,90,0,360
